,market_tms,btc_price,mkt_cap,total_volumes
1375,2021-07-12 10:01:10.301,34185.43791169376,641341225414.5856,641341225414.5856
1374,2021-07-12 09:01:16.432,34322.6866586939,643695504309.8453,643695504309.8453
1373,2021-07-12 08:00:25.967,34356.94901112592,645137768237.8882,645137768237.8882
1372,2021-07-12 07:00:49.676,34436.612372425414,645846833924.139,645846833924.139
1371,2021-07-12 06:01:40.724,34257.4795463539,641826036668.1554,641826036668.1554
1370,2021-07-12 05:01:03.948,34370.78712280507,645243754812.711,645243754812.711
1369,2021-07-12 04:01:38.120,34596.99339452244,646774406079.6285,646774406079.6285
1368,2021-07-12 03:01:04.690,34298.30103580209,643232464120.0966,643232464120.0966
1367,2021-07-12 02:01:30.377,34131.94086146963,640111681797.8134,640111681797.8134
1366,2021-07-12 01:00:03.036,34280.25587217564,643147430755.7771,643147430755.7771
1365,2021-07-12 00:02:17.149,34295.402707625595,643147430755.7771,643147430755.7771
1364,2021-07-11 23:01:19.788,34461.45412976572,646288387676.9198,646288387676.9198
1363,2021-07-11 22:00:39.183,34596.64004809614,648822792713.9915,648822792713.9915
1362,2021-07-11 21:01:34.600,33955.93917350763,636688661669.0377,636688661669.0377
1361,2021-07-11 20:00:54.526,33963.78720645831,637251106087.3529,637251106087.3529
1360,2021-07-11 19:01:12.591,34055.32519205307,638765672362.3331,638765672362.3331
1359,2021-07-11 18:00:21.678,34010.54663993352,637343346856.4065,637343346856.4065
1358,2021-07-11 17:01:02.112,34093.78668329659,639386761137.3136,639386761137.3136
1357,2021-07-11 16:01:42.840,34016.96804892965,636578213105.1873,636578213105.1873
1356,2021-07-11 15:00:16.902,34050.25433444511,634891176041.189,634891176041.189
1355,2021-07-11 14:00:41.411,33892.9642321689,635642410308.7765,635642410308.7765
1354,2021-07-11 13:01:07.717,33819.469379571456,634236120902.6221,634236120902.6221
1353,2021-07-11 12:01:19.985,33829.97522303228,634432334823.7484,634432334823.7484
1352,2021-07-11 11:01:03.227,33801.675344947136,632826562875.5497,632826562875.5497
1351,2021-07-11 10:00:08.121,33840.441852866454,634888343559.2303,634888343559.2303
1350,2021-07-11 09:01:28.319,33820.232843178615,634246891118.7291,634246891118.7291
1349,2021-07-11 08:00:08.278,33609.818517512045,629754944714.016,629754944714.016
1348,2021-07-11 07:00:40.848,33533.394713225134,629120811790.5446,629120811790.5446
1347,2021-07-11 06:00:05.938,33699.578714014526,629471882271.9249,629471882271.9249
1346,2021-07-11 05:00:24.188,33565.88137153944,629471882271.9249,629471882271.9249
1345,2021-07-11 04:02:18.325,33516.67524865833,628621441156.9827,628621441156.9827
1344,2021-07-11 03:00:28.016,33710.657827481664,632136168666.8898,632136168666.8898
1343,2021-07-11 02:01:11.409,33698.57624989683,631908590368.2207,631908590368.2207
1342,2021-07-11 01:00:17.752,33819.37350531155,634221497308.5608,634221497308.5608
1341,2021-07-11 00:02:15.914,33667.12278855632,631444209043.6158,631444209043.6158
1340,2021-07-10 23:01:18.815,33686.07436203849,630505707067.2639,630505707067.2639
1339,2021-07-10 22:00:39.849,33518.69200304351,627843419895.097,627843419895.097
1338,2021-07-10 21:01:24.719,33407.34322168862,626540429162.8029,626540429162.8029
1337,2021-07-10 20:02:06.425,33502.75647069111,627851972443.3572,627851972443.3572
1336,2021-07-10 19:01:27.292,33523.59273601218,628513929919.3774,628513929919.3774
1335,2021-07-10 18:00:13.337,33493.32436296875,627609416499.4902,627609416499.4902
1334,2021-07-10 17:01:46.892,34247.22432592896,643587070278.466,643587070278.466
1333,2021-07-10 16:00:07.635,33915.10625676859,635960027447.653,635960027447.653
1332,2021-07-10 15:01:41.756,33912.713398104985,635960027447.653,635960027447.653
1331,2021-07-10 14:01:04.156,33743.20159911587,633127123631.2664,633127123631.2664
1330,2021-07-10 13:01:01.134,33930.21142456239,636209277609.1204,636209277609.1204
1329,2021-07-10 12:00:13.462,33947.79603088257,636919608017.5592,636919608017.5592
1328,2021-07-10 11:00:21.220,33713.83134249006,632050482800.2913,632050482800.2913
1327,2021-07-10 10:00:25.890,33914.80599396339,636319116385.7458,636319116385.7458
1326,2021-07-10 09:00:08.912,33880.281673009595,635696528969.6769,635696528969.6769
1325,2021-07-10 08:01:16.198,33865.12003705922,633133606972.118,633133606972.118
1324,2021-07-10 07:01:03.315,33872.36512728664,635190680240.3146,635190680240.3146
1323,2021-07-10 06:00:59.544,33778.525204400365,633856935657.2255,633856935657.2255
1322,2021-07-10 05:02:09.473,33725.320520927875,632505444657.5854,632505444657.5854
1321,2021-07-10 04:01:12.700,33884.62823528964,635924291597.8439,635924291597.8439
1320,2021-07-10 03:00:28.327,33786.01047717138,633881984797.4453,633881984797.4453
1319,2021-07-10 02:00:49.119,33890.52577377008,635524662547.479,635524662547.479
1318,2021-07-10 01:00:36.221,34173.03136614989,642703109830.3201,642703109830.3201
1317,2021-07-10 00:01:07.029,33971.297749757956,637000370375.4657,637000370375.4657
1316,2021-07-09 23:02:15.170,34062.786215912936,639159003920.7694,639159003920.7694
1315,2021-07-09 22:01:38.963,34017.671083607995,637903034133.9797,637903034133.9797
1314,2021-07-09 21:02:30.192,33598.618272105836,630044891324.0688,630044891324.0688
1313,2021-07-09 20:00:48.748,33496.153581142324,628120709357.4203,628120709357.4203
1312,2021-07-09 19:01:08.231,33432.44105085363,627509382231.3713,627509382231.3713
1311,2021-07-09 18:01:20.681,33543.11164740651,628998517654.803,628998517654.803
1310,2021-07-09 17:01:00.304,33611.35489671841,630276469795.402,630276469795.402
1309,2021-07-09 16:01:30.403,33695.0341522027,631610341014.7976,631610341014.7976
1308,2021-07-09 15:01:11.306,33606.84483648143,630191353518.0952,630191353518.0952
1307,2021-07-09 14:01:36.091,33455.248578698935,627347167410.7526,627347167410.7526
1306,2021-07-09 13:01:16.177,33024.91694750846,619277033915.2925,619277033915.2925
1305,2021-07-09 12:01:20.319,32881.88005976418,616597849790.6582,616597849790.6582
1304,2021-07-09 11:00:47.094,32913.024272382674,617185642794.0981,617185642794.0981
1303,2021-07-09 10:01:01.503,32998.3299460089,619116105414.515,619116105414.515
1302,2021-07-09 09:01:46.518,32962.09679134582,618094921895.0211,618094921895.0211
1301,2021-07-09 08:01:28.984,32956.07192096609,617980923773.2153,617980923773.2153
1300,2021-07-09 07:00:57.084,32892.66090396394,616705105276.4526,616705105276.4526
1299,2021-07-09 06:00:52.452,33056.560465627066,620296312891.7555,620296312891.7555
1298,2021-07-09 05:00:05.938,33041.80213182875,619247532342.934,619247532342.934
1297,2021-07-09 04:01:06.743,33007.32057450907,618936771752.9069,618936771752.9069
1296,2021-07-09 03:00:53.913,33048.434511511616,617646070747.3326,617646070747.3326
1295,2021-07-09 02:01:31.141,32670.376757618054,611524022141.0276,611524022141.0276
1294,2021-07-09 01:03:03.825,32406.32880615089,614898115067.4464,614898115067.4464
1293,2021-07-09 00:19:52.905,32933.578199292395,617861633771.9894,617861633771.9894
1292,2021-07-08 23:00:34.171,32573.54933910897,612187015225.2604,612187015225.2604
1291,2021-07-08 22:01:29.934,32855.18652079613,616148818540.4686,616148818540.4686
1290,2021-07-08 21:00:35.672,32933.98079047916,617504759731.2739,617504759731.2739
1289,2021-07-08 20:00:34.467,32998.30675802428,619260200058.5852,619260200058.5852
1288,2021-07-08 19:00:03.929,32939.896208907354,616832744318.6713,616832744318.6713
1287,2021-07-08 18:00:45.230,33059.5900735817,619869268530.5576,619869268530.5576
1286,2021-07-08 17:00:48.357,32837.513862568485,615277426187.2892,615277426187.2892
1285,2021-07-08 16:00:07.595,32925.97325481701,617291429373.1089,617291429373.1089
1284,2021-07-08 15:02:09.817,32822.715189136456,615459750015.6686,615459750015.6686
1283,2021-07-08 14:01:27.042,32487.443759663445,609210841087.9678,609210841087.9678
1282,2021-07-08 13:01:26.750,32807.65716608694,617842166087.6522,617842166087.6522
1281,2021-07-08 12:01:17.970,32701.63428183476,613186284215.7239,613186284215.7239
1280,2021-07-08 11:00:07.014,32706.27479426995,613950757716.0819,613950757716.0819
1279,2021-07-08 10:01:02.541,32699.65635776599,613142801533.8291,613142801533.8291
1278,2021-07-08 09:00:33.488,32493.562752379046,608921750342.56,608921750342.56
1277,2021-07-08 08:02:15.377,32419.56430894397,607634554056.4644,607634554056.4644
1276,2021-07-08 07:01:11.756,33188.9181925909,622450210608.7253,622450210608.7253
1275,2021-07-08 06:00:06.581,33263.62535890747,623982448526.6067,623982448526.6067
1274,2021-07-08 05:00:11.349,33396.329549048816,624409172513.2517,624409172513.2517
1273,2021-07-08 04:01:23.064,33422.371400838776,626691188307.1377,626691188307.1377
1272,2021-07-08 03:00:33.112,33429.40807979073,626792190377.0453,626792190377.0453
1271,2021-07-08 02:01:43.084,33421.0405519992,626664128500.7891,626664128500.7891
1270,2021-07-08 01:01:07.146,33310.106010561845,624328060091.7335,624328060091.7335
1269,2021-07-08 00:01:11.845,33932.25463831538,636246944189.2604,636246944189.2604
1268,2021-07-07 23:01:11.895,34246.71829329822,642535396180.3802,642535396180.3802
1267,2021-07-07 22:00:26.993,34270.507112535255,642587635711.2794,642587635711.2794
1266,2021-07-07 21:00:38.334,34576.27480546994,648147504627.752,648147504627.752
1265,2021-07-07 20:01:20.118,34721.14536269558,650505493785.5378,650505493785.5378
1264,2021-07-07 19:01:03.004,34751.28066993535,650993909528.1694,650993909528.1694
1263,2021-07-07 18:00:16.550,34676.646335962665,648566038371.0386,648566038371.0386
1262,2021-07-07 17:00:11.698,34650.05072192917,650568654269.1401,650568654269.1401
1261,2021-07-07 16:00:59.318,34596.44248175798,648691495889.8303,648691495889.8303
1260,2021-07-07 15:01:46.643,34645.80896425257,649616713386.7527,649616713386.7527
1259,2021-07-07 14:01:24.260,34856.45475172158,653525590708.6865,653525590708.6865
1258,2021-07-07 13:01:11.205,34831.01671576413,654726744331.3129,654726744331.3129
1257,2021-07-07 12:00:25.480,34896.269656399796,654631202007.2599,654631202007.2599
1256,2021-07-07 11:01:29.521,34684.643576587696,650519525729.0569,650519525729.0569
1255,2021-07-07 10:01:46.995,34770.3575058301,651946811011.1273,651946811011.1273
1254,2021-07-07 09:01:23.899,34841.51512089575,653048108138.5994,653048108138.5994
1253,2021-07-07 08:01:10.703,34856.88139556686,653844009800.8228,653844009800.8228
1252,2021-07-07 07:00:21.306,34784.98195307826,653474598623.632,653474598623.632
1251,2021-07-07 06:02:47.674,34860.18473257924,653626476705.3309,653626476705.3309
1250,2021-07-07 05:01:05.944,34804.383892128855,652531318866.1692,652531318866.1692
1249,2021-07-07 04:01:04.065,34480.42082446076,646504856181.6067,646504856181.6067
1248,2021-07-07 03:01:04.732,34248.034666137275,641759540599.3823,641759540599.3823
1247,2021-07-07 02:00:20.377,34250.679900532334,642193158244.2418,642193158244.2418
1246,2021-07-07 01:00:52.236,34248.449807212055,641676895335.9436,641676895335.9436
1245,2021-07-07 00:01:15.151,34197.818306808476,640405812761.686,640405812761.686
1244,2021-07-06 23:00:49.042,34147.13658189322,640228034301.5692,640228034301.5692
1243,2021-07-06 22:00:29.613,33790.483678277575,636400065969.2615,636400065969.2615
1242,2021-07-06 21:01:11.981,33964.49028477387,636817644491.0156,636817644491.0156
1241,2021-07-06 20:00:10.360,34104.92277881859,638400130825.8445,638400130825.8445
1240,2021-07-06 19:01:32.981,33894.72303936846,636011721833.3733,636011721833.3733
1239,2021-07-06 18:01:35.110,33974.87984752122,635706984017.8591,635706984017.8591
1238,2021-07-06 17:00:59.407,33920.41248802911,635990773944.3018,635990773944.3018
1237,2021-07-06 16:01:26.651,34103.39470165232,639420098409.2633,639420098409.2633
1236,2021-07-06 15:07:07.170,34106.339778535235,641318245216.3663,641318245216.3663
1235,2021-07-06 15:05:36.608,34106.339778535235,641318245216.3663,641318245216.3663
1234,2021-07-06 15:00:52.384,34213.45679706546,641207434029.1366,641207434029.1366
1233,2021-07-06 13:00:46.590,34441.15813165867,645747606157.908,645747606157.908
1232,2021-07-06 12:00:34.505,34250.26120053002,642166915315.6047,642166915315.6047
1231,2021-07-06 11:01:35.397,33905.09483692346,635694251743.8163,635694251743.8163
1230,2021-07-06 10:02:57.073,34252.69756367186,642209170042.1036,642209170042.1036
1229,2021-07-06 09:01:31.142,34981.755700304995,655775091174.3408,655775091174.3408
1228,2021-07-06 08:02:10.258,34900.861527654546,654220710094.3268,654220710094.3268
1227,2021-07-06 07:02:50.536,34745.49264368812,651823539161.1495,651823539161.1495
1226,2021-07-06 06:01:05.957,34775.81079992952,652011885342.7434,652011885342.7434
1225,2021-07-06 05:00:55.618,34786.54231087485,652214729788.8774,652214729788.8774
1224,2021-07-06 04:01:06.059,33977.38412642491,637659939477.3135,637659939477.3135
1223,2021-07-06 03:00:57.836,33894.44480782372,635485250979.6465,635485250979.6465
1222,2021-07-06 02:01:44.895,33931.35630483817,636176454507.688,636176454507.688
1221,2021-07-06 01:01:25.173,34174.293872955815,642587085392.3915,642587085392.3915
1220,2021-07-06 00:00:28.496,33906.62831880534,635706979675.1593,635706979675.1593
1219,2021-07-05 23:02:18.099,34170.772857664364,640660986153.7776,640660986153.7776
1218,2021-07-05 22:01:00.085,34260.79658188397,642351537118.1941,642351537118.1941
1217,2021-07-05 21:01:07.941,33918.94154661249,635741586894.7292,635741586894.7292
1216,2021-07-05 20:02:06.256,34206.73355918745,641368145586.9856,641368145586.9856
1215,2021-07-05 19:01:06.404,34067.43520487007,638720122425.5475,638720122425.5475
1214,2021-07-05 18:03:06.467,33477.87078436605,627242058240.5808,627242058240.5808
1213,2021-07-05 17:01:07.306,33770.37917190871,633150529998.5793,633150529998.5793
1212,2021-07-05 16:01:12.231,33739.836862750366,632627849285.9921,632627849285.9921
1211,2021-07-05 15:01:19.708,33813.31640587756,633950416608.2009,633950416608.2009
1210,2021-07-05 14:00:47.757,33790.6756307786,633524042784.8694,633524042784.8694
1209,2021-07-05 13:02:02.546,33591.27461754929,629784735698.6874,629784735698.6874
1208,2021-07-05 12:01:03.589,33592.64403291537,629967724430.2543,629967724430.2543
1207,2021-07-05 11:01:00.642,34627.230160432715,649205369703.2375,649205369703.2375
1206,2021-07-05 10:01:55.694,34284.64387726923,642780914452.1271,642780914452.1271
1205,2021-07-05 09:00:54.923,34342.5979106518,643866599084.3959,643866599084.3959
1204,2021-07-05 08:00:52.436,34353.7157616358,644073975336.171,644073975336.171
1203,2021-07-05 07:00:02.826,34276.55210912972,644430175829.9526,644430175829.9526
1202,2021-07-05 06:00:57.816,34458.114413220814,646023335196.5208,646023335196.5208
1201,2021-07-05 05:01:05.155,34427.37744031433,645501816094.2313,645501816094.2313
1200,2021-07-05 04:02:19.336,34448.765581624386,645852105736.0513,645852105736.0513
1199,2021-07-05 03:01:46.860,34503.103353179045,646963842079.1968,646963842079.1968
1198,2021-07-05 02:01:54.259,34663.247441442414,649870653295.3604,649870653295.3604
1197,2021-07-05 01:00:24.239,34882.543478932406,653984377112.1732,653984377112.1732
1196,2021-07-05 00:01:51.401,35394.213074080915,663571591568.1959,663571591568.1959
1195,2021-07-04 23:01:02.152,35440.42932063159,664437168903.201,664437168903.201
1194,2021-07-04 22:00:58.345,35999.840043982294,674924533146.6594,674924533146.6594
1193,2021-07-04 21:01:17.024,35600.20229625395,667431026241.2681,667431026241.2681
1192,2021-07-04 20:02:14.801,35612.53283446984,667578387865.6935,667578387865.6935
1191,2021-07-04 19:01:51.859,35529.54218824365,666103628929.6715,666103628929.6715
1190,2021-07-04 18:01:31.220,35629.66171614543,667979303997.405,667979303997.405
1189,2021-07-04 17:01:08.567,35522.40090440637,665967755735.6523,665967755735.6523
1188,2021-07-04 16:00:50.751,35553.360860593115,666547298742.2275,666547298742.2275
1187,2021-07-04 15:01:42.626,35524.39807062176,666003848331.2277,666003848331.2277
1186,2021-07-04 14:00:48.411,35401.36321566243,663658791795.653,663658791795.653
1185,2021-07-04 13:02:16.173,35373.68289566881,665522461091.9115,665522461091.9115
1184,2021-07-04 12:00:48.048,35571.29082003906,667693854233.6713,667693854233.6713
1183,2021-07-04 11:01:12.469,35639.36120345087,667693076623.7161,667693076623.7161
1182,2021-07-04 10:00:00.385,35485.05781259262,665118770335.394,665118770335.394
1181,2021-07-04 09:01:02.396,35553.16363015171,666536490472.6322,666536490472.6322
1180,2021-07-04 08:00:48.722,35648.67791404248,666072152286.3478,666072152286.3478
1179,2021-07-04 07:01:27.567,35467.05118350059,662111712302.9198,662111712302.9198
1178,2021-07-04 06:01:01.564,35296.376752617434,659254166553.7749,659254166553.7749
1177,2021-07-04 05:01:01.346,34871.277260216506,653748398653.9775,653748398653.9775
1176,2021-07-04 04:01:06.960,34739.01604939745,651266854786.7627,651266854786.7627
1175,2021-07-04 03:01:05.774,34684.75920877884,650120914113.7959,650120914113.7959
1174,2021-07-04 02:01:41.975,34564.75484158307,648040007043.7355,648040007043.7355
1173,2021-07-04 01:00:00.918,34585.90931503368,650203661492.5793,650203661492.5793
1172,2021-07-04 00:01:38.268,34788.71456063152,652227606980.3502,652227606980.3502
1171,2021-07-03 23:01:50.877,34603.24157697668,648715391310.0023,648715391310.0023
1170,2021-07-03 22:01:52.534,34767.479405793325,652109925231.4006,652109925231.4006
1169,2021-07-03 21:00:29.988,34730.10120639357,650859863565.6139,650859863565.6139
1168,2021-07-03 20:02:34.029,34835.22621932793,653060096490.4346,653060096490.4346
1167,2021-07-03 19:01:32.651,34806.968157146846,652529468792.502,652529468792.502
1166,2021-07-03 18:02:42.108,34915.17322079939,654588315412.932,654588315412.932
1165,2021-07-03 17:01:20.864,34609.25659278278,648820598576.3136,648820598576.3136
1164,2021-07-03 16:00:45.056,34662.14874661304,649285894826.2823,649285894826.2823
1163,2021-07-03 15:01:48.308,34707.61033211985,650662460338.236,650662460338.236
1162,2021-07-03 14:00:31.155,34684.616808993145,650372638550.2211,650372638550.2211
1161,2021-07-03 13:01:12.807,34586.80902797814,648371138634.3022,648371138634.3022
1160,2021-07-03 12:00:30.330,34576.604333197116,647736149743.714,647736149743.714
1159,2021-07-03 11:01:15.948,34735.59165129194,650891298750.588,650891298750.588
1158,2021-07-03 10:01:25.931,34724.597477326126,650974215873.0006,650974215873.0006
1157,2021-07-03 09:01:13.965,34590.19922765555,648156945897.4141,648156945897.4141
1156,2021-07-03 08:01:38.319,34709.623241901405,650681171835.9965,650681171835.9965
1155,2021-07-03 07:01:20.638,33773.94842765463,633770268042.7773,633770268042.7773
1154,2021-07-03 06:01:00.061,33842.00201438948,634074800683.537,634074800683.537
1153,2021-07-03 05:01:33.384,33727.97644657156,631050147721.4261,631050147721.4261
1152,2021-07-03 04:01:22.120,33497.64409129388,628705825262.9099,628705825262.9099
1151,2021-07-03 03:01:53.699,33581.44544067873,629537287050.7645,629537287050.7645
1150,2021-07-03 02:01:20.498,33751.75278134206,632729764896.8876,632729764896.8876
1149,2021-07-03 01:01:18.076,33618.90832309571,629527325216.0912,629527325216.0912
1148,2021-07-03 00:01:21.186,33950.786555181,633684390025.5607,633684390025.5607
1147,2021-07-02 23:01:31.726,33788.207267828875,633311966019.851,633311966019.851
1146,2021-07-02 22:01:49.322,33565.74294408047,629239562352.0886,629239562352.0886
1145,2021-07-02 21:01:32.098,33222.90314028234,623954749842.7999,623954749842.7999
1144,2021-07-02 20:01:55.848,33352.778189967095,622573294180.3145,622573294180.3145
1143,2021-07-02 19:01:13.063,33451.868571618266,627110873680.4462,627110873680.4462
1142,2021-07-02 18:00:49.005,33508.022591394816,629102581947.9537,629102581947.9537
1141,2021-07-02 17:01:44.551,33634.17369659005,630518597492.1974,630518597492.1974
1140,2021-07-02 16:01:43.904,33660.635327771124,631013815452.3148,631013815452.3148
1139,2021-07-02 15:02:24.862,33545.64146680244,629932719595.4081,629932719595.4081
1138,2021-07-02 14:01:53.559,33551.75676016137,628866171043.193,628866171043.193
1137,2021-07-02 13:00:29.039,33379.479832462486,624085101664.9788,624085101664.9788
1136,2021-07-02 12:01:03.286,33100.68751878977,620414171597.9746,620414171597.9746
1135,2021-07-02 11:01:19.691,33058.861934048226,618791390304.6235,618791390304.6235
1134,2021-07-02 10:03:52.099,33066.22681392768,619670234770.8743,619670234770.8743
1133,2021-07-02 09:02:09.879,33460.42503127005,626144899631.364,626144899631.364
1132,2021-07-02 08:02:38.374,33670.242156862376,625463073070.0586,625463073070.0586
1131,2021-07-02 07:02:01.762,33041.95058314209,617706631932.0824,617706631932.0824
1130,2021-07-02 06:03:19.719,32848.17762411341,615230427216.5319,615230427216.5319
1129,2021-07-02 05:01:33.440,33090.17393270771,621803822732.7279,621803822732.7279
1128,2021-07-02 04:03:10.032,32949.54274475211,617908204019.5493,617908204019.5493
1127,2021-07-02 03:01:13.952,33291.59230054201,624085620804.4294,624085620804.4294
1126,2021-07-02 02:01:30.594,33356.72161441323,625342533424.8917,625342533424.8917
1125,2021-07-02 01:02:00.329,33779.5542136766,633025018141.7058,633025018141.7058
1124,2021-07-02 00:04:56.829,33655.70045004469,629863895571.7473,629863895571.7473
1123,2021-07-01 23:02:00.651,33681.5822850027,631387156216.3606,631387156216.3606
1122,2021-07-01 22:02:02.505,33566.40426210274,629232021293.6963,629232021293.6963
1121,2021-07-01 21:02:53.248,33571.03552473454,629419062028.9536,629419062028.9536
1120,2021-07-01 20:01:43.055,33056.06984957891,619272817574.6139,619272817574.6139
1119,2021-07-01 19:02:53.948,33602.249731961856,631492102782.4119,631492102782.4119
1118,2021-07-01 18:02:16.961,33617.21069514367,629280428833.913,629280428833.913
1117,2021-07-01 17:01:05.641,33323.06878409147,624665916659.3827,624665916659.3827
1116,2021-07-01 16:02:05.582,33569.658381584624,629287349377.5217,629287349377.5217
1115,2021-07-01 15:02:14.763,33220.878787674505,620670104998.3322,620670104998.3322
1114,2021-07-01 14:02:23.429,33643.006590964986,630660228359.9624,630660228359.9624
1113,2021-07-01 13:02:06.805,33838.83103748697,634321632777.1398,634321632777.1398
1112,2021-07-01 12:03:09.284,33883.99873265554,636050090335.4297,636050090335.4297
1111,2021-07-01 11:01:59.306,33378.20622393801,625695537315.8453,625695537315.8453
1110,2021-07-01 10:02:49.440,33309.863575404735,624400171434.3276,624400171434.3276
1109,2021-07-01 09:02:28.445,33455.63252125541,627143504741.3597,627143504741.3597
1108,2021-07-01 08:01:42.785,33531.93427401931,628956017318.5115,628956017318.5115
1107,2021-07-01 07:02:13.851,33397.75273444783,631150018295.2562,631150018295.2562
1106,2021-07-01 05:02:18.311,34443.22794538035,645560667880.0541,645560667880.0541
1105,2021-07-01 04:02:50.502,34288.151547988935,642797683905.5552,642797683905.5552
1104,2021-07-01 03:03:49.526,34382.3141936889,643299813540.8231,643299813540.8231
1103,2021-07-01 02:00:46.729,35052.42853501952,657605124457.5986,657605124457.5986
1102,2021-07-01 01:01:22.634,34886.3824798076,653962532081.0992,653962532081.0992
1101,2021-07-01 00:00:32.327,35171.486304850056,660200427590.4775,660200427590.4775
1100,2021-06-30 23:02:01.845,34799.292228211154,655290141629.3492,655290141629.3492
1099,2021-06-30 22:00:50.947,34863.89594397659,656159085780.0258,656159085780.0258
1098,2021-06-30 21:01:23.685,34674.112729661254,652839529067.3329,652839529067.3329
1097,2021-06-30 20:01:42.757,34826.8622970314,654061749339.9712,654061749339.9712
1096,2021-06-30 19:00:41.293,34939.55745110744,655568688747.0593,655568688747.0593
1095,2021-06-30 18:00:51.017,34679.8946415649,650351375472.5171,650351375472.5171
1094,2021-06-30 17:02:06.728,34304.690269236446,642948280501.3486,642948280501.3486
1093,2021-06-30 16:00:25.036,34252.392987535735,641995279217.3519,641995279217.3519
1092,2021-06-30 15:00:49.402,34746.751416302264,651333275791.8068,651333275791.8068
1091,2021-06-30 14:01:42.229,34766.00445674587,650623111492.4651,650623111492.4651
1090,2021-06-30 13:01:14.743,34751.13622306067,651162266087.3168,651162266087.3168
1089,2021-06-30 12:01:50.889,35191.160694879436,659661826341.5846,659661826341.5846
1088,2021-06-30 11:02:34.341,34868.757530947645,654089183740.1206,654089183740.1206
1087,2021-06-30 10:01:43.289,34675.978514278424,650002292205.4829,650002292205.4829
1086,2021-06-30 09:02:26.276,34481.87225361317,660349561981.4429,660349561981.4429
1085,2021-06-30 08:01:08.098,35339.1570261583,663209328020.3489,663209328020.3489
1084,2021-06-30 07:02:09.796,35037.84876376004,656660759726.0831,656660759726.0831
1083,2021-06-30 06:01:45.032,34933.80656913303,654831339566.26,654831339566.26
1082,2021-06-30 05:01:06.165,34823.96282778668,654531700379.7737,654531700379.7737
1081,2021-06-30 04:02:07.450,35273.740780321205,661724075114.353,661724075114.353
1080,2021-06-30 03:01:41.299,35876.22478604566,673184788483.4266,673184788483.4266
1079,2021-06-30 02:01:41.245,35907.6014960476,674357451695.6136,674357451695.6136
1078,2021-06-30 01:03:47.236,36029.85103090064,675739711304.24,675739711304.24
1077,2021-06-30 00:01:20.148,35968.993667970346,674231340724.4149,674231340724.4149
1076,2021-06-29 23:01:12.688,36189.09557760313,674386287120.8934,674386287120.8934
1075,2021-06-29 22:01:26.864,36355.42482403692,681064008268.7893,681064008268.7893
1074,2021-06-29 21:01:14.579,36214.65969198973,678834054182.8904,678834054182.8904
1073,2021-06-29 20:01:10.046,36412.01247648199,680943128067.5846,680943128067.5846
1072,2021-06-29 19:01:39.395,36368.81342643023,681716876291.0791,681716876291.0791
1071,2021-06-29 18:02:43.375,36307.14677896151,680499353557.1154,680499353557.1154
1070,2021-06-29 17:01:04.183,36403.961526732994,682365456151.1509,682365456151.1509
1069,2021-06-29 16:01:25.694,36233.90408807703,676955100526.2698,676955100526.2698
1068,2021-06-29 15:00:33.098,36362.48279820722,682715227173.5751,682715227173.5751
1067,2021-06-29 14:01:50.755,36401.022753708894,682321919489.7394,682321919489.7394
1066,2021-06-29 13:01:24.178,35939.54497776671,673960331439.2566,673960331439.2566
1065,2021-06-29 12:02:35.053,35669.21928273767,668603462428.0657,668603462428.0657
1064,2021-06-29 11:03:04.986,35750.026593787,670116373487.2405,670116373487.2405
1063,2021-06-29 10:01:18.218,35305.352733464206,661780725342.8344,661780725342.8344
1062,2021-06-29 09:01:30.773,35174.45416234377,659294360609.595,659294360609.595
1061,2021-06-29 08:00:28.884,34980.098671662934,655682920426.6443,655682920426.6443
1060,2021-06-29 07:01:32.261,35269.71335239218,660693065035.6248,660693065035.6248
1059,2021-06-29 06:02:13.457,34776.437614360024,651457474451.4258,651457474451.4258
1058,2021-06-29 05:01:05.216,34981.26402319882,655702350600.0156,655702350600.0156
1057,2021-06-29 04:02:59.677,34646.860870141114,649433960603.9165,649433960603.9165
1056,2021-06-29 03:01:52.460,34397.35580929206,644755835582.413,644755835582.413
1055,2021-06-29 02:00:44.806,34731.1482753022,649528093356.1984,649528093356.1984
1054,2021-06-29 01:01:22.953,35000.91995642084,656531752599.3451,656531752599.3451
1053,2021-06-29 00:02:01.905,34556.8421269449,647741224116.9337,647741224116.9337
1052,2021-06-28 23:01:41.111,34457.40293230789,645876210841.9451,645876210841.9451
1051,2021-06-28 22:01:44.124,34825.79340312553,652655390323.5167,652655390323.5167
1050,2021-06-28 21:01:19.276,34735.4127903103,651107431448.5334,651107431448.5334
1049,2021-06-28 20:02:04.194,34497.47457578044,647164212636.3324,647164212636.3324
1048,2021-06-28 19:01:03.694,34221.79832649137,641457015342.3768,641457015342.3768
1047,2021-06-28 18:02:02.000,34189.038000572815,640842747186.5369,640842747186.5369
1046,2021-06-28 17:01:38.264,34723.17680291927,650852719090.5214,650852719090.5214
1045,2021-06-28 16:36:41.127,34940.94407960995,654722791570.7988,654722791570.7988
1044,2021-06-28 15:00:54.451,34389.17734506714,645406216825.6547,645406216825.6547
1043,2021-06-28 14:01:26.752,34253.97835252124,642056330461.8097,642056330461.8097
1042,2021-06-28 13:01:03.692,34537.95639129776,647340542001.3306,647340542001.3306
